domain,entity,view,mean_H,sd_H,mean_D,sd_D,mean_lambda,sd_lambda,multilevel,pivot_rate,compound_pivot_fraction,pivot_depth,tree_span_events,tree_span_time,tree_root_fraction,tree_ascending_fraction,occ_L1,occ_L2,occ_L3,occ_L4,occ_L5,occ_L6,occ_L7,occ_L8,occ_L9,occ_L10,occ_L11,occ_L12,subgroup,subject,class
gait,GaCo01_01,A,-4.07985788049542,-0.0014273224645737802,-0.3641599053572222,-0.27682823362134923,-3.61506874902306,-0.09628933386489222,0.033024564953884096,-0.5530778314820943,-0.13794757223344795,0.8650216178662107,0.1845250604724916,0.10036065286754332,-0.6083466912843138,0.2142432508398803,0.0,-0.1675789516888097,-0.3533702363966595,-0.5632384763052639,1.6396396540461797,0.8507211022074092,2.3380659426773183,1.3175467817155528,-0.5263028029010381,-1.784969415947341,-2.410444729557639,0.0,control,,
gait,GaCo01_01,B,-6.771574875626687,2.427756661790269,3.169739361048358,1.6048923204243601,-7.1487101101590715,3.4049990635923804,3.263688527833843,1.1028438196619015,0.4214200766101414,1.0868901155701018,-0.9123511449049517,-1.0158235018151656,-0.6083466912843138,1.9982935500304555,0.0,-0.1675789516888097,11.23253915365775,8.367604171241203,7.806789807178752,-1.0871401784472814,-0.7403618949491708,1.3175467817155528,-0.5263028029010381,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo02_01,A,-8.622130309779434,2.1132888422456397,5.189110370422978,2.0211228578040963,-9.453258823943427,3.5863460647725027,5.4174645030871496,1.9308046452338987,1.8198391987191143,2.369567367920722,-0.40308719240828195,-0.5995878429579978,0.49773820195989316,2.3381126546381834,0.0,5.963358305218862,14.129016501171355,13.726109759769082,5.339929745925723,1.8196517425347545,0.029245064457451505,1.889729807938289,-1.9170031041662579,-2.7704144376333963,-2.410444729557639,0.0,control,,
gait,GaCo02_01,B,-8.285665685388024,1.7304690602742496,0.1406828469864306,0.41244183866477335,-7.609619852915943,1.5630825094092966,0.033024564953884096,1.1028438196619015,1.8198391987191143,3.0282394704791487,-1.0494606705771319,-1.3333225334822845,1.6038230952040997,0.7494583405970529,0.0,-0.1675789516888097,2.5431071111169428,4.795267112222615,4.106499715299208,2.7885823828620997,0.798852023864074,0.1731807292700812,-0.5263028029010381,-3.2631369484764234,-2.410444729557639,0.0,control,,
gait,GaCo03_01,A,-4.416322504886831,0.009263181417000825,1.1503683516737415,0.9405993734264544,-4.383251653617845,0.9364038956726694,1.1099125525805371,-0.5530778314820943,0.8409458132428335,0.4767517468844009,1.212846503013844,1.000489858574135,1.6038230952040997,-0.7223831562351708,0.0,-0.1675789516888097,2.5431071111169428,3.0090985827133223,1.6396396540461797,1.8196517425347545,0.798852023864074,3.03409586038376,-1.4534363370778514,-1.784969415947341,-2.410444729557639,0.0,control,,
gait,GaCo03_01,B,-5.930413314648168,0.7106065241453932,4.179424865735669,1.835573775335227,-6.6878003674022,2.7230166747802826,4.340576515460497,0.27488299408990335,1.8198391987191143,2.2886778114661785,-0.08969399087186956,-0.12407315839573663,-0.6083466912843138,0.2142432508398803,0.0,5.963358305218862,8.33606180614415,8.367604171241203,4.106499715299208,0.8507211022074092,1.568458983270696,2.461912834161024,-0.9898695699894446,-2.7704144376333963,-2.410444729557639,0.0,control,,
gait,GaCo04_01,A,-7.276271812213799,2.8271007953638914,3.169739361048358,1.6048923204243601,-7.609619852915943,3.7316190459546825,3.263688527833843,0.27488299408990335,0.1883502229253123,1.3180031340116551,1.6927298428664757,1.3661673483924375,-0.6083466912843138,1.552280975232811,0.0,5.963358305218862,11.23253915365775,8.367604171241203,6.573359776552237,-0.11820953811993619,0.029245064457451505,-0.39900229695265443,-0.06273603581263132,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo04_01,B,-4.921019441473943,0.537254897263549,0.1406828469864306,0.41244183866477335,-4.536888234536799,0.6167272032633933,0.033024564953884096,0.27488299408990335,0.1883502229253123,0.023770230738956507,2.03876816956293,2.0180941334905347,0.49773820195989316,0.936358848131304,0.0,-0.1675789516888097,-0.3533702363966595,3.0090985827133223,1.6396396540461797,0.8507211022074092,1.568458983270696,1.3175467817155528,0.4008307312757749,-2.7704144376333963,-2.410444729557639,0.0,control,,
gait,GaCo05_01,A,-6.603342563430985,1.0618401136874869,3.169739361048358,1.6048923204243601,-6.995073529240114,2.809308129248575,3.263688527833843,1.9308046452338987,0.5962224668737629,0.6708866823753058,-0.5010225678884103,-0.6417671497097004,-0.6083466912843138,0.6602558256375246,0.0,12.094295562126534,11.23253915365775,6.581435641731908,1.6396396540461797,-0.11820953811993619,2.3380659426773183,1.889729807938289,-0.5263028029010381,-3.2631369484764234,-2.410444729557639,0.0,control,,
gait,GaCo05_01,B,-6.098645626843873,1.966046452591714,4.179424865735669,1.835573775335227,-6.841436948321156,3.6846693417660945,4.340576515460497,1.9308046452338987,0.5962224668737629,1.1562240211025676,0.8700726888333928,0.5043415131414452,-0.6083466912843138,1.9982935500304555,0.0,12.094295562126534,11.23253915365775,8.367604171241203,2.873069684672694,1.8196517425347545,0.798852023864074,0.1731807292700812,-0.06273603581263132,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo06_01,A,-4.416322504886831,-0.5290919061836737,2.16005385636105,1.8939482130934173,-4.690524815455758,1.1506009894633777,1.1099125525805371,0.27488299408990335,0.1883502229253123,-0.6233462208973923,-1.0494606705771319,-0.9646525928471381,1.6038230952040997,-0.23176932395776295,0.0,-0.1675789516888097,5.439584458630546,3.0090985827133223,1.6396396540461797,1.8196517425347545,3.1076729020839413,1.3175467817155528,-0.5263028029010381,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo06_01,B,-6.771574875626687,0.24978250648295588,2.6648966087047055,1.757058992757034,-6.995073529240114,1.3953609293324778,2.1868005402071904,-2.20899948262609,0.1883502229253123,0.99444490819348,-0.1158100909999037,-0.48672969786560644,0.49773820195989316,-0.9326462272112032,0.0,-0.1675789516888097,2.5431071111169428,4.795267112222615,5.339929745925723,4.726443663516791,2.3380659426773183,-0.9711853231753902,0.8643974983641817,-3.755859459319451,-2.410444729557639,0.0,control,,
gait,GaCo07_01,A,-7.108039500018097,0.8072349284146252,2.6648966087047055,1.3646929402284673,-7.302346691078027,1.9348514488046518,3.263688527833843,1.1028438196619015,1.8198391987191143,2.196232604089557,0.006282677098657136,-0.2931466295474066,1.6038230952040997,1.7306860051518687,0.0,-0.1675789516888097,5.439584458630546,6.581435641731908,6.573359776552237,0.8507211022074092,2.3380659426773183,0.7453637554928172,-0.5263028029010381,-3.2631369484764234,-2.410444729557639,0.0,control,,
gait,GaCo07_01,B,-5.425716378061056,0.8723999333789536,1.1503683516737415,0.9405993734264544,-5.305071139131587,1.5964383606229693,1.1099125525805371,0.27488299408990335,1.0040947108222136,1.6415613598298293,-0.6525646752102942,-0.9419572158625497,2.709907988448307,0.5428840954276184,0.0,-0.1675789516888097,5.439584458630546,3.0090985827133223,2.873069684672694,1.8196517425347545,0.798852023864074,1.3175467817155528,-0.5263028029010381,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo08_01,A,-7.949201060996616,2.8980208909723784,4.179424865735669,1.835573775335227,-8.531439338429685,3.9028471414046693,4.340576515460497,1.9308046452338987,1.2080308327964386,1.8842300291934602,0.7329631631612126,0.4863868082403833,-0.6083466912843138,2.4443061248280986,0.0,5.963358305218862,11.23253915365775,10.153772700750496,9.040219837805264,-0.11820953811993619,0.029245064457451505,-0.39900229695265443,-0.5263028029010381,-2.2776919267903684,-2.410444729557639,0.0,control,,
gait,GaCo08_01,B,-7.276271812213799,3.32519824701092,3.169739361048358,1.6048923204243601,-7.609619852915943,4.181197467300459,3.263688527833843,0.27488299408990335,1.0040947108222136,1.6415613598298293,0.1845250604724916,0.04649653816435572,-0.6083466912843138,0.6602558256375246,0.0,12.094295562126534,11.23253915365775,10.153772700750496,4.106499715299208,-0.11820953811993619,-0.7403618949491708,-0.9711853231753902,1.3279642654525885,-2.7704144376333963,-2.410444729557639,0.0,control,,
gait,GaCo09_01,A,-8.958594934170842,1.0977454695166724,2.16005385636105,1.0866730916030782,-8.838712500267599,1.5885116169333746,3.263688527833843,-0.5530778314820943,0.8409458132428335,2.029831230811639,-0.7478197140983348,-0.7869010143266209,1.6038230952040997,0.7494583405970529,0.0,-0.1675789516888097,2.5431071111169428,6.581435641731908,7.806789807178752,4.726443663516791,-0.7403618949491708,1.889729807938289,-1.9170031041662579,-3.2631369484764234,-2.410444729557639,0.0,control,,
